image,Detected Antennas,Tower Type Probabilities,Antenna Count,timestamp
.gradio/flagged/image/b818993484135f854c90/original1.jpg,.gradio/flagged/Detected Antennas/c86ea146297573fa145a/image.webp,"{""label"": ""Guyed Tower"", ""confidences"": [{""label"": ""Guyed Tower"", ""confidence"": 0.8338738083839417}, {""label"": ""Monopole Tower"", ""confidence"": 0.1191319152712822}, {""label"": ""Water Tank Tower"", ""confidence"": 0.04666849598288536}, {""label"": ""Lattice Tower"", ""confidence"": 0.0003257581847719848}]}",Detected 4 antennas with average confidence 0.32,2025-04-05 22:28:04.180740
